content,rate,rate_label,time,user_name,subject_id,anime_title,anime_rank,anime_score
东海帝皇，奇迹复活！,8,力荐,1h 5m  ago,nagisa,315574,赛马娘 Pretty Derby 第二季,72,8.4
第二季神 某一集op歌词互换的文戏至今记忆犹新,9,神作,1d 12h ago,是鸭不是nga,315574,赛马娘 Pretty Derby 第二季,72,8.4
kuso!肥宅的热血燃起来了,9,神作,2d 5h ago,loskrain,315574,赛马娘 Pretty Derby 第二季,72,8.4
看看马,0,未评分,2d 21h ago,牧之,315574,赛马娘 Pretty Derby 第二季,72,8.4
显然第二季的综合水平是最好的,8,力荐,2026-4-10 09:31,绮罗星Kira,315574,赛马娘 Pretty Derby 第二季,72,8.4
要素齐全，赛马娘动画（目前）的巅峰,8,力荐,2026-4-8 23:46,CannedPotatoes,315574,赛马娘 Pretty Derby 第二季,72,8.4
圈外人第一次看也落泪了，东海帝皇，奇迹の复活！,9,神作,2026-4-8 09:35,贤一,315574,赛马娘 Pretty Derby 第二季,72,8.4
公式样板戏，但哈基米的选材还是太超模了，再加上肥驹组成的经典即是竞争对手又是最好挚友，互相鼓励进步，日常再发糖打情骂俏的黄金人设，完美契合运动题材，很难不到高分。（但本质还是粉丝向作品，只不过哈基米剧本本身就十分具有戏剧性）,8,力荐,2026-4-8 05:17,suzu,315574,赛马娘 Pretty Derby 第二季,72,8.4
"米浴麦昆战确实爽，至于前面日常的描写，实在算不上顶尖，比较样板戏，主要是我对于马娘这个设定也不是太感冒。
  是我的bgm前百补完计划觉得最过誉的一个，从前百的角度来看，制作只能说合格，脚本上可能为了顾及每个马娘都得上来露个脸，实在算不上精妙，剧情肯定是可以的，毕竟是有原型的，但这可能对于我还是个扣分项，就是有这样一个现实原型，却并没有很好的展现出这一传奇赛马的经历，实在是不太行。
就算说是作为二游改的代表放进来我觉得也不行，原因还是这个还是有明确的现实原型的。觉得拉了也是个人现在实在是没那么有激情了，果然还是得对其中的赛马比较熟悉或者说喜爱才能有很高的共鸣吗。
  至于马娘这个设定，我只能说十分不感冒，在我的感觉中就是为了做二游的一个结合的产物，让我感觉这个设定很不自洽，无法共情，可能在这方面一个讲述赛马的纪录片才更符合我的需求吧",7,推荐,2026-4-6 02:15,IB.KRB,315574,赛马娘 Pretty Derby 第二季,72,8.4
少数看过的几部运动番，科普了赛马历史同时观感也非常不错，东海帝王的王道传奇还是比特别周更有意思,9,神作,2026-4-6 01:07,葬送的芙莉莲,315574,赛马娘 Pretty Derby 第二季,72,8.4
最符合我初一的心境,10,超神作,2026-4-5 22:23,玉腰奴,315574,赛马娘 Pretty Derby 第二季,72,8.4
"复活的奇迹 东海帝王
上一次哭的如此惨还是在cl的时候 每次都莫名其妙的掉泪 三次骨折折不断帝王的毅力 米裕不是恶人 而是英雄 麦昆太遗憾了 只和帝王在一起跑了一次 虽然不了解现实怎么样 命运一直在捉弄帝王麦昆
制作很不错 尤其winng live 还是手绘 马娘在草场上飞驰的时候也非常棒 其中也穿插着一些有趣的故事 很喜欢黄金船",10,超神作,2026-4-5 20:01,悄然流逝,315574,赛马娘 Pretty Derby 第二季,72,8.4
7.0,7,推荐,2026-4-5 10:25,阿虚,315574,赛马娘 Pretty Derby 第二季,72,8.4
应该看完了吧,8,力荐,2026-4-3 00:31,Margin,315574,赛马娘 Pretty Derby 第二季,72,8.4
王道的剧情，王道的情感，王道的角色，王道的场内场外同心协力的奇迹,9,神作,2026-4-2 22:23,xung,315574,赛马娘 Pretty Derby 第二季,72,8.4
补标，赛马娘系列毋庸置疑的神作，但是为了剧情需要对东海帝皇日本杯的删减还是有点遗憾，我大概看不到比第二部更好的赛马娘了,8,力荐,2026-4-2 22:20,葵Conyza,315574,赛马娘 Pretty Derby 第二季,72,8.4
东海帝皇最帅气的赛马娘,8,力荐,2026-4-2 15:28,heiyinshen,315574,赛马娘 Pretty Derby 第二季,72,8.4
可恶，明明一点都不想哭的,8,力荐,2026-4-2 13:02,千珏,315574,赛马娘 Pretty Derby 第二季,72,8.4
看过最好看的运动番,9,神作,2026-3-31 23:57,Mai,315574,赛马娘 Pretty Derby 第二季,72,8.4
比第一部更精彩，两人间的命运描写的太棒了，晨光好瑟。,7,推荐,2026-3-31 12:22,黑暗爱丽尔,315574,赛马娘 Pretty Derby 第二季,72,8.4
【8+】,8,力荐,2026-3-31 10:10,樱姬花吹雪,315574,赛马娘 Pretty Derby 第二季,72,8.4
【10】剧情三落三起的结构，画面与音乐的张力，最终回极致的情感抒发，帝皇与麦昆的对手戏塑造，以及冲破一切的势头与力量，真实历史铺垫的厚重，带给了我纯粹的享受。,10,超神作,2026-3-29 15:31,PlumTT,315574,赛马娘 Pretty Derby 第二季,72,8.4
很好看,8,力荐,2026-3-28 15:41,今天的世界也很和平 ...,315574,赛马娘 Pretty Derby 第二季,72,8.4
