content,rate,rate_label,time,user_name,subject_id,anime_title
青春神作,8,力荐,31m ago,青苑,218708,比宇宙更远的地方
每看到少女们向南极出发的步伐，感觉青春就应该这样！看完后总想出发去哪里旅行！,10,超神作,2h 3m  ago,白石真绪,218708,比宇宙更远的地方
ep8 出舱？？？艺术处理也不能这么搞吧。 // ep5 花田啊花田,0,未评分,2h 33m  ago,Delphinm,218708,比宇宙更远的地方
这个其实有点剧情忘光光了，也是我哥推荐的。但是印象中非常好看，设定很有意思。少女们的感情真的很美好,7,推荐,3h 35m  ago,日刀昭,218708,比宇宙更远的地方
一部让人想要并且有勇气走出门的作品，一部把青春里的情绪、成长和友谊描绘得令人无比憧憬的作品，一部让我感动泪目了好多次的作品。,9,神作,21h 45m  ago,集雪丶,218708,比宇宙更远的地方
伟大的青春赞歌，我想去南极......肯定有不少优秀单集，可惜太过久远，日后一定二刷,9,神作,1d 1h ago,云汐夢,218708,比宇宙更远的地方
神了，有人说强行煽情，但每集最后的插曲不是加分项吗！我太吃这一套了口牙。ep12加到1000多的邮件蕾姆了,9,神作,2026-5-1 13:46,T.E.I.O,218708,比宇宙更远的地方
这个是真不错,8,力荐,2026-4-30 21:45,都督二次元诸军事,218708,比宇宙更远的地方
再吃顿好的！,0,未评分,2026-4-29 23:07,骨猪的神判,218708,比宇宙更远的地方
我始终坚信，动画作为诸多传达理念的载体之一（书籍 影视 音乐等），海量的作品中总会有能给予我以震撼，甚至成为不可忘却的回忆的，因此我会乐此不疲地追番、补番，这是我很大的动力来源，一旦看到发掘到这类作品时，便犹如发现了宝藏一样。我想保持这种心气是非常重要的，虽然好作品终归是少数，但不断的探索总能找到属于自己的宝物。比宇宙更远的地方，是亲情，是友情，是爱情，也是那不能回去的青春，什么都不发生的一天是根本不存在的，所以尽管保持对生活的热爱吧，总会遇到值得回忆的事情:),10,超神作,2026-4-25 23:52,Arcen,218708,比宇宙更远的地方
四个高中生的一场青春的旅行，一群好朋友的一次心灵的救赎；画风不算太喜欢，最后几集才习惯；不过确实还不错啊。,7,推荐,2026-4-24 16:34,久野禾子,218708,比宇宙更远的地方
一群性格各异的少女成长的故事，高中女生去南极这也太青春了（,8,力荐,2026-4-24 13:00,ALCK,218708,比宇宙更远的地方
成长的故事、画面治愈，声优阵容太强大了，视觉听觉双享受,9,神作,2026-4-21 17:07,友人树,218708,比宇宙更远的地方
青涩美好的情感，触动人心。,9,神作,2026-4-16 15:53,注册了三遍,218708,比宇宙更远的地方
闪耀的青春与梦想，真好,9,神作,2026-4-16 06:29,羽丘跑步王,218708,比宇宙更远的地方
好番 但是不适合我,7,推荐,2026-4-15 21:02,杨,218708,比宇宙更远的地方
看了七集倒也不无聊，但是没有戳中我的点,6,还行,2026-4-15 02:53,存想,218708,比宇宙更远的地方
"8.1
感觉像真的去南极进行了一次青春洋溢的旅行。
只不过有点太正常了(
在这次旅行中你得到了什么呢？",8,力荐,2026-4-15 01:16,ameri_sarah,218708,比宇宙更远的地方
7.9 感觉对花田审美疲劳了。总体仍然是好作品。因为正好叠上了我对表哥的最后印象，让我不自觉地抱着一种疏离感去看，很遗憾不能更认真地去沉浸在情绪里,8,力荐,2026-4-13 00:03,月刊少女千惠酱,218708,比宇宙更远的地方
要好好珍惜和对待那些陪你做“傻事疯事”的人啊！,10,超神作,2026-4-11 10:31,MiSuZu DaiSuki,218708,比宇宙更远的地方
这就是青春吧～,9,神作,2026-4-10 03:39,发芽的土豆,218708,比宇宙更远的地方
