content,time,mode,color,send_time,cid,episode,episode_title,anime_title,aid,clean_content,segmented
和班上社恐的同学聊天聊到了对方喜欢的领域be like:,773.113,5,16777215,2025-01-25 17:54:15,27730052544,1,羽丘的不可思议女孩,mygo,914573114,be like,be like
在伦敦revue遇到神乐光，拼劲全力无法战胜,516.386,5,16776960,2024-12-28 20:07:51,27730052544,1,羽丘的不可思议女孩,mygo,914573114,revue,revue
蟹状星云是SN1054爆发的遗迹，其在宋代时爆发并被记录，称为“天关客星”,830.674,5,16707842,2023-12-21 02:02:42,27730052544,1,羽丘的不可思议女孩,mygo,914573114,SN1054“”,SN1054 “ ”
接下来就是你了，承太郎！（bushi,299.473,5,16707842,2024-04-08 21:42:43,27730052544,1,羽丘的不可思议女孩,mygo,914573114,bushi,bushi
你听过crychic解散的故事吗，元和二年……,32.63,1,16777215,2023-09-24 00:34:42,27730052544,1,羽丘的不可思议女孩,mygo,914573114,crychic,crychic
当发现班里有人同圈belike ,803.64,4,41194,2025-07-01 22:44:01,27730052544,1,羽丘的不可思议女孩,mygo,914573114,belike,belike
AG超会弹,436.223,5,16777215,2025-03-26 19:22:31,27730052544,1,羽丘的不可思议女孩,mygo,914573114,AG,AG
认识第一天就组一辈子乐队 爱音cpu烧了,1237.906,5,16777215,2025-01-01 15:11:32,27730052544,1,羽丘的不可思议女孩,mygo,914573114,cpu,cpu
AAA石材批发灯姐（）,253.984,5,16776960,2025-11-09 18:14:19,27730052544,1,羽丘的不可思议女孩,mygo,914573114,AAA,AAA
circle还没拆完啊（恼,681.69,5,16777215,2025-09-17 23:06:45,27730052544,1,羽丘的不可思议女孩,mygo,914573114,circle,circle
好强的压，第一次看的时候完全没有注意到www,1095.911,1,16777215,2025-09-07 16:17:46,27730052544,1,羽丘的不可思议女孩,mygo,914573114,www,www
都是主唱，之前有不愉快经历，都带AT力场，高松仁菜！,1182.333,4,16777215,2026-02-10 12:38:45,27730052544,1,羽丘的不可思议女孩,mygo,914573114,AT,AT
K-on！,567.265,5,16777215,2025-09-05 13:12:42,27730052544,1,羽丘的不可思议女孩,mygo,914573114,Kon,Kon
还没有AA呢,1237.672,5,16777215,2026-01-09 16:35:37,27730052544,1,羽丘的不可思议女孩,mygo,914573114,AA,AA
月之森标志多～真假soyo说,958.061,5,6830715,2025-10-20 22:04:47,27730052544,1,羽丘的不可思议女孩,mygo,914573114,soyo,soyo
捡一块石头，拿来送ano,250.771,5,16777215,2025-10-19 21:54:15,27730052544,1,羽丘的不可思议女孩,mygo,914573114,ano,ano
jo太郎,300.296,1,16777215,2026-01-19 12:24:00,27730052544,1,羽丘的不可思议女孩,mygo,914573114,jo,jo
mzk！,1236.551,1,16777215,2025-10-01 03:38:08,27730052544,1,羽丘的不可思议女孩,mygo,914573114,mzk,mzk
想组Mujica了（,65.828,5,16777215,2025-09-17 22:55:41,27730052544,1,羽丘的不可思议女孩,mygo,914573114,Mujica,Mujica
组一辈子乐队！——MIO,1216.067,1,16777215,2025-09-03 22:43:40,27730052544,1,羽丘的不可思议女孩,mygo,914573114,MIO,MIO
k-on,579.25,1,16777215,2025-09-03 18:16:05,27730052544,1,羽丘的不可思议女孩,mygo,914573114,kon,kon
ksm～,1071.002,5,15772458,2026-05-04 15:45:07,27730052544,1,羽丘的不可思议女孩,mygo,914573114,ksm,ksm
这ED可以啊,1358.364,5,16777215,2026-04-22 23:48:01,27730052544,1,羽丘的不可思议女孩,mygo,914573114,ED,ED
hey,251.149,5,15138834,2026-04-13 22:39:27,27730052544,1,羽丘的不可思议女孩,mygo,914573114,hey,hey
此时的anno还不知道自己即将面对什么,238.445,5,16707842,2026-04-12 16:09:20,27730052544,1,羽丘的不可思议女孩,mygo,914573114,anno,anno
贝斯手记得找mio,579.032,1,16777215,2026-04-03 21:36:10,27730052544,1,羽丘的不可思议女孩,mygo,914573114,mio,mio
saki酱～saki酱～saki酱～,605.042,5,8700107,2026-03-27 20:55:08,27730052544,1,羽丘的不可思议女孩,mygo,914573114,sakisakisaki,sakisakisaki
《三句不离saki酱》,1010.392,5,41194,2026-03-15 10:41:47,27730052544,1,羽丘的不可思议女孩,mygo,914573114,saki,saki
isfp即视感,822.331,5,16777215,2026-03-07 01:02:43,27730052544,1,羽丘的不可思议女孩,mygo,914573114,isfp,isfp
K-ON！,566.456,5,16777215,2026-02-18 22:14:08,27730052544,1,羽丘的不可思议女孩,mygo,914573114,KON,KON
roselia,791.463,5,6830715,2026-02-10 22:15:53,27730052544,1,羽丘的不可思议女孩,mygo,914573114,roselia,roselia
栞（kan),1325.704,5,41194,2026-01-12 13:42:44,27730052544,1,羽丘的不可思议女孩,mygo,914573114,kan,kan
还在GO,30.32,1,16777215,2026-01-03 12:58:13,27730052544,1,羽丘的不可思议女孩,mygo,914573114,GO,GO
Go，go，go，出发喽！,2.66,1,16777215,2025-12-14 18:19:10,27730052544,1,羽丘的不可思议女孩,mygo,914573114,Gogogo,Gogogo
睦子米ww,964.481,1,9487136,2025-12-08 04:31:21,27730052544,1,羽丘的不可思议女孩,mygo,914573114,ww,ww
墨提斯：观察ing...,990.51,5,16646914,2025-11-23 15:30:32,27730052544,1,羽丘的不可思议女孩,mygo,914573114,ing,ing
我去居然放的是肖邦前奏曲op28雨滴,0.0,5,41194,2025-11-21 22:57:42,27730052544,1,羽丘的不可思议女孩,mygo,914573114,op28,op28
go一辈子,17.149,1,16777215,2025-11-02 02:29:40,27730052544,1,羽丘的不可思议女孩,mygo,914573114,go,go
anon酱！,203.773,1,16777215,2025-10-27 22:50:49,27730052544,1,羽丘的不可思议女孩,mygo,914573114,anon,anon
被nina附体了？,1243.448,1,16777215,2025-10-23 23:29:21,27730052544,1,羽丘的不可思议女孩,mygo,914573114,nina,nina
berserker（确信）,732.445,1,16777215,2025-10-23 12:10:25,27730052544,1,羽丘的不可思议女孩,mygo,914573114,berserker,berserker
cs祥子,35.293,1,16777215,2025-10-15 19:43:58,27730052544,1,羽丘的不可思议女孩,mygo,914573114,cs,cs
月之森标志多，真假Soyo说,967.251,1,16777215,2025-10-12 05:06:55,27730052544,1,羽丘的不可思议女孩,mygo,914573114,Soyo,Soyo
这个bgm低频好爽,1227.329,1,16777215,2025-10-07 15:13:33,27730052544,1,羽丘的不可思议女孩,mygo,914573114,bgm,bgm
