content,time,mode,color,send_time,cid,episode,episode_title,anime_title,aid,clean_content,segmented
岩柱是唯一清楚队内三对cp的，这里有可能是磕哭了,789.032,5,16777215,2024-06-28 20:16:37,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,cp,cp
义勇说：我就是弟中之弟TT  众人听：我就是帝中之帝！！,1358.383,5,16646914,2024-07-02 12:33:45,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,TT,TT
这里bgm的前奏让我想起了某自由的小曲（,1341.407,5,16777215,2024-07-05 23:11:59,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,bgm,bgm
大筒木桃式（考哥.jpg,1731.213,5,16777215,2024-07-02 21:34:50,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,jpg,jpg
在宿舍被室友吵的我be like：,1817.332,5,16777215,2025-11-15 19:13:59,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,be like,be like
不小心做对压轴题的你VS永远只做压轴题的学霸,1222.868,5,14811775,2025-07-26 15:31:11,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,VS,VS
可爱，想处（bushi）,283.8,1,16777215,2024-06-22 20:27:44,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,bushi,bushi
无限城之战MVP！珠世大人！,2477.163,5,16777215,2024-06-22 22:12:52,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,MVP,MVP
岩柱，我卡BUG了，我27了,1290.192,1,16777215,2024-07-08 20:30:11,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,BUG27,BUG27
王马小吉的cv！！！,1474.448,5,6830715,2024-07-24 21:24:55,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,cv,cv
义忍sl,816.11,1,16777215,2026-04-11 11:49:22,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,sl,sl
霞恋姐弟cb99 !,755.227,5,8700107,2026-04-11 10:30:51,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,cb99,cb99
intj发言,1173.172,1,16777215,2026-03-26 20:33:01,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,intj,intj
到底在义忍99干啥，又没提到cp9什么,1965.412,1,16777215,2026-04-12 19:10:43,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,99cp9,99cp9
so？,2506.666,1,16777215,2026-04-12 18:20:48,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,so,so
jkior---,218.98,1,16777215,2026-04-12 16:12:19,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,jkior,jkior
谁还记得伊之助，我的猪猪呢qwq,1415.165,1,16777215,2026-04-12 14:58:07,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,qwq,qwq
xi96a吓,92.439,1,16777215,2026-04-12 11:02:05,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,xi96a,xi96a
义勇os：“我不配当柱”说出嘴的：“我和你们不一样”,1336.851,1,16777215,2026-04-11 20:32:40,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,os“”“”,os “ ” “ ”
sos,128.082,1,16777215,2026-04-11 19:59:48,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,sos,sos
hhhhh,64.219,1,16777215,2026-04-11 19:28:46,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,hhhhh,hhhhh
ber,1809.767,1,16777215,2026-04-11 15:43:06,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,ber,ber
大哥TAT,2413.658,1,16777215,2026-04-11 12:05:37,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,TAT,TAT
所以是炭治郎先出现斑纹然后共鸣给的无一郎和蜜璃的了？∑(O_O;),987.851,1,16777215,2026-04-10 22:40:24,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,OO,OO
hi,1061.395,1,41194,2026-04-10 21:09:56,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,hi,hi
keai,1892.48,1,16777215,2026-04-08 20:47:45,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,keai,keai
语言指导:hnt kgym,1016.733,5,41194,2026-04-07 19:08:55,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,hnt kgym,hnt kgym
Hello,1726.164,5,16777215,2026-04-06 20:37:00,1602741036,1,为了消灭鬼舞辻无惨,鬼灭之刃 柱训练篇,1455924625,Hello,Hello
